"[tag, prev_tag]",Probability
"['NNP', 'VBD']",0.0009858872662154212
"['VBD', 'PRP$']",0.0002766999350076897
"['PRP$', 'NNS']",0.002192393736017897
"['IN', 'DT']",0.004848969248732049
"['DT', 'NNP']",0.001535399619497959
"['NNP', 'NN']",0.0011976105971567659
"['NN', 'VBN']",0.00017244571130051962
"['VBN', 'IN']",0.005349432191649223
"['NNP', 'DT']",0.00043314391368152934
"['<s>', 'IN']",0.002272219325039112
"['NNP', 'IN']",0.0006868886690845148
"['NN', 'NN']",0.0025042667633715164
"['VBZ', 'JJ']",0.0007863666490670321
"['JJ', 'RB']",9.223357798881136e-05
"['RB', 'TO']",0.0005601366366090614
"['TO', 'VB']",0.008575822609934747
"['VB', 'JJR']",7.521110389388397e-05
"['JJR', 'IN']",0.004232207096000564
"['IN', 'PDT']",9.208069215214678e-06
"['PDT', 'DT']",0.01313755795981453
"['DT', 'JJ']",0.003322466244297087
"['POS', 'NN']",0.005811235054438581
"['NN', 'DT']",0.0002662764659787435
"['VBD', '.']",0.0010102765068885414
"['NNP', 'VBZ']",0.00034263623022568737
"['IN', 'NN']",0.0015045985097660783
"['IN', 'VBG']",0.0003941053624111882
"['VBG', 'DT']",0.003083756345177665
"['IN', 'JJ']",0.0008471423677997502
"['NN', 'NNS']",0.0010067786380339161
"['VBG', 'RP']",0.00038071065989847715
"['RP', 'NNS']",0.0008828722778104767
"['IN', 'RBR']",5.524841529128806e-06
"['RBR', 'JJ']",0.0067171470444553
"['NNS', '.']",0.0014855710731344098
"['VBZ', 'VBN']",0.002774750890279385
"['NN', 'CC']",0.0008064372969641947
"['CC', 'IN']",0.0005876121428807892
"['NNS', 'WDT']",0.0002796796396854512
"['WDT', 'VBD']",0.0027242172297894923
"['VBD', 'JJR']",0.00014800229081806657
"['<s>', 'PRP']",0.001422930790434329
"['PRP', 'VBP']",0.0017902813299232737
"['VBP', 'RB']",0.001699554142939125
"['RB', 'VBG']",0.0005968669078621145
"['VBG', 'PRP$']",0.00045685279187817257
"['NNS', 'TO']",0.0006683253727548445
"['VB', 'RP']",0.0003623807733068955
"['RP', 'TO']",0.0011035903472630959
"['TO', 'DT']",0.0014944695936259134
"['CC', 'VB']",0.0006124408249743437
"['VB', 'DT']",0.0038015794331817715
"['VBD', 'NNP']",0.001074625328983353
"['WP', 'VBZ']",0.003161991243716556
"['VBZ', 'DT']",0.002909556601548019
"['CC', 'NN']",0.0024994206640844836
"['<s>', 'VBN']",9.684869254265067e-05
"['VBN', 'TO']",0.0018303350220954808
"['VB', 'PRP']",0.00031451916173806026
"['PRP', 'DT']",0.00021921812203142126
"['VBZ', 'CD']",0.0003931833245335161
"['CD', 'NNS']",0.002859918868328457
"['NNS', 'VBP']",0.0008789931532971324
"['VBP', 'IN']",0.0015891934843067143
"['NN', 'RB']",0.00031699579283183755
"['RB', 'IN']",0.0024609281739545645
"['NN', 'WDT']",0.00021936108863963158
"['WDT', 'VBZ']",0.0053422961259508225
"['CD', 'NN']",0.0023768615546760495
"['NN', 'JJ']",0.00013187024981804442
"['IN', '$']",0.0001252297413269196
"['CD', 'CC']",0.00032935725930845954
"['CC', '$']",0.00012414341046777238
"['NN', 'WRB']",9.256277150689656e-05
"['WRB', 'NNS']",0.0012356773758705909
"['VB', '$']",0.0002871696694130115
"['VBN', 'DT']",0.0011022459525326376
"['NN', 'TO']",0.0004754936892477563
"['VB', 'WRB']",0.00011623534238145705
"['WRB', 'CD']",0.00033700292069197934
"['NNS', 'RB']",0.00046492199843815266
"['RB', 'PRP']",0.00036730271253053204
"['PRP', 'RB']",0.0008403361344537816
"['RB', 'VBD']",0.0010284475950854896
"['PRP', 'VBD']",0.0046644744854463524
"['VBD', 'DT']",0.002483864532859726
"['VBG', 'TO']",0.0010532994923857868
"['VB', 'IN']",0.001483709958633893
"['IN', 'CD']",0.0009005491692479954
"['<s>', 'PRP$']",0.00012664829024808166
"['PRP$', 'JJ']",0.0035794183445190158
"['IN', 'WP']",5.524841529128806e-05
"['VBD', 'WRB']",0.0001158278797706608
"['DT', 'VBN']",0.00011544358041338037
"['VBN', 'NN']",0.0008494372478233171
"['VBD', 'RB']",0.0007335765718808517
"['RB', 'VB']",0.001496758553561918
"['VB', ':']",3.41868654063109e-05
"[':', 'NNS']",0.000635215362439227
"['NNS', 'VBN']",0.00029420845213664346
"['VBN', 'VBZ']",5.056174094186411e-05
"['VBN', 'CC']",0.00017190991920233798
"['VBD', 'PRP']",0.0014800229081806658
"['PRP', 'MD']",0.0029716234319814884
"['MD', 'RB']",0.0018673647469458988
"['RB', ':']",6.42779746928431e-05
"[':', 'VBD']",0.0002687449610319806
"['VBN', 'RP']",0.00043483097210003137
"['RP', 'IN']",0.004120070629782225
"['CC', 'VBN']",0.00014897209256132686
"['PRP', 'VBZ']",0.0023748629886737303
"['<s>', 'RB']",0.0008045891380466364
"['RB', 'NNP']",0.00032138987346421556
"['DT', 'CD']",0.0003024621806830566
"['IN', 'WRB']",2.0257752273472288e-05
"['WRB', 'PRP']",0.003594697820714446
"['VBG', 'VBD']",7.614213197969543e-05
"['NN', ':']",0.00012045840127609826
"[':', ':']",0.0016857638464733331
"[':', 'IN']",0.0007085094427206763
"['RB', 'VBP']",0.00037648528034379535
"['VBP', 'VBG']",0.0011036065863241071
"['VBG', 'IN']",0.0019923857868020304
"['VBP', 'VBN']",0.002759016465810268
"['VBN', 'VBN']",0.0005258421057953868
"['VB', 'NN']",0.0011281665584082596
"['<s>', 'EX']",8.194889368993519e-05
"['EX', 'VBP']",0.004629629629629629
"['RB', 'NN']",0.0002387467631448458
"['NN', 'NNP']",0.00040068268213944267
"['CC', 'NNP']",0.0018455987022875492
"['NNP', 'NNPS']",0.00015677223741458336
"['NNPS', 'NNP']",0.004345307068366165
"['VBP', 'DT']",0.0015229770891272679
"['NN', 'MD']",0.0003233357086884743
"['NNP', 'JJ']",0.00020849091367506448
"['VBD', 'CD']",0.0005276603411774548
"['NN', 'PRP$']",1.5215798055928202e-05
"['PRP$', 'JJS']",0.00026845637583892615
"['JJS', 'NN']",0.005183374083129584
"['NNP', 'CD']",0.0003038472230303265
"['CD', '.']",0.0005379501902038173
"['VBZ', 'TO']",0.0011233809272386173
"['NNP', 'PRP']",4.687005036106101e-05
"['VBZ', 'VBG']",0.0014042261590482717
"['CD', 'NNP']",0.00071909668282347
"['NNP', 'NNS']",0.00021657195684076467
"['NN', 'CD']",6.086319222371281e-05
"['NNP', 'WRB']",5.6567302159901215e-05
"['JJ', 'TO']",0.00028024817927369607
"['JJ', 'VBD']",1.7737226536309876e-05
"['<s>', 'JJ']",0.0003873947701706027
"['VBD', 'JJ']",0.000662792867576559
"['NNP', 'VBP']",3.71727985622208e-05
"['NNP', 'POS']",0.0005721378561315723
"['POS', 'NNP']",0.0024269142564513615
"['NNP', 'WDT']",0.0001357615251837629
"['NNS', 'NN']",0.000483083014002143
"['NNS', 'CC']",0.0011114541525162086
"['CC', 'JJ']",0.0013241963783229053
"['IN', 'IN']",0.00022283527500819517
"['VBG', 'CD']",0.00030456852791878173
"['NNS', 'DT']",0.0004467609828741623
"['IN', 'PRP$']",0.0005267015591102795
"['NNS', 'VBG']",0.0003486914988286145
"['VBG', 'RB']",0.00038071065989847715
"['RB', '.']",0.0006060494756753779
"['CD', 'IN']",0.0012241111470964413
"['VBG', 'NNS']",0.0013451776649746193
"['NNP', 'TO']",0.0001810153669116839
"['JJ', 'JJ']",0.0010890657093294263
"['JJ', 'IN']",0.000571138694469178
"['TO', 'NN']",0.00044312761206349757
"['<s>', 'VBG']",0.00022349698279073232
"['NNP', 'VBN']",3.2324172662800694e-05
"['JJ', 'NNP']",0.0006952992802233472
"['RB', 'VBZ']",0.0008080659675671704
"['VBZ', 'NN']",0.0005392228450745363
"['VB', '.']",0.0002598201770879628
"['NNP', ':']",0.0002278854172727449
"[':', 'NNP']",0.0029073318511641543
"['MD', 'VBD']",3.4904013961605584e-05
"['CD', 'CD']",0.002772090265846201
"['WDT', 'MD']",0.002299663895276844
"['VB', 'NNP']",0.0005606645926634987
"['<s>', 'NN']",0.0003724949713178872
"['CC', 'MD']",0.0002896679577581355
"['VB', 'VBN']",0.001292263512358552
"[':', 'CD']",0.0004886272018763284
"['POS', 'JJS']",0.0005121011733796451
"['NNS', 'MD']",0.0002833118427982493
"['IN', 'PRP']",0.0004051550454694458
"['IN', 'JJS']",2.5782593802601096e-05
"['JJS', 'NNP']",0.00019559902200488998
"['VB', 'TO']",0.0004170797579569929
"['DT', '$']",0.0003463307412401411
"['NN', 'VBG']",0.00021809310546830422
"['NN', 'PRP']",0.00015849789641591877
"['IN', 'RB']",0.00013443781054213428
"['RB', 'CD']",0.00038566784815705866
"['NNS', 'JJ']",0.0001997711712038937
"['VB', 'CD']",0.0006290383234761205
"['NNS', '$']",5.4483046691971016e-05
"['CD', 'VBD']",9.880717779253786e-05
"['JJ', 'CD']",0.0001738248200558368
"['<s>', 'CC']",0.0005587424569768308
"['VB', 'PRP$']",0.0007931352774264127
"['PRP$', 'NN']",0.006085011185682327
"['TO', 'CD']",0.0008428113405913581
"['<s>', 'CD']",0.00016389778737987038
"['NN', 'VBP']",5.5791259538403405e-05
"['WP', 'RB']",0.0006486135884546781
"['PRP$', 'NNP']",0.0014317673378076063
"['WRB', 'RB']",0.00044933722758930576
"['CC', 'WRB']",0.00019035322938391763
"['WRB', 'NNP']",0.0016850146034598967
"[':', 'NN']",0.00036647040140724634
"['JJ', '$']",0.00011351824983238321
"['NNP', 'MD']",0.00015515602878144334
"['RB', 'VBN']",0.0013773851719894952
"['TO', 'PRP$']",0.00019115308755680288
"['PRP$', 'VBN']",2.237136465324385e-05
"['VBN', 'NNP']",0.00045505566847677697
"['NNS', 'NNS']",0.00020703557742948986
"['IN', 'JJR']",4.419873223303045e-05
"['JJR', 'NN']",0.004232207096000564
"['CD', 'VBZ']",8.782860248225588e-05
"['VBP', ':']",6.621639517944644e-05
"[':', 'DT']",0.0017590579267547824
"['DT', 'RB']",0.00014545891132085927
"['DT', '.']",4.617743216535215e-06
"['IN', 'WDT']",4.788195991911632e-05
"['WDT', 'DT']",0.00021227666725632407
"['VBN', '.']",0.00048539271304189546
"['VBZ', 'IN']",0.0014379275868654303
"['CC', 'VBD']",0.0006372695070678982
"['NNP', 'VBG']",5.979971942618129e-05
"['NNPS', 'POS']",0.00028968713789107763
"['RP', 'RB']",0.00044143613890523835
"['JJS', 'IN']",0.003911980440097799
"['VB', 'PDT']",3.41868654063109e-05
"['JJ', 'VBN']",2.8379562458095802e-05
"['NN', 'VB']",1.5215798055928202e-05
"['PRP', 'NN']",0.00010960906101571063
"['VBG', 'VB']",1.2690355329949238e-05
"['VBD', '$']",2.5739528837924622e-05
"['CC', 'NNS']",0.0009600423742841063
"['VB', 'VBG']",0.0002734949232504872
"['VBG', 'NN']",0.0018908629441624365
"['DT', 'JJS']",0.00014315003971259165
"['JJS', 'JJ']",0.0018581907090464548
"['VBZ', 'JJR']",8.987047417908939e-05
"['DT', 'VBG']",0.00011544358041338037
"['VBG', 'JJ']",0.0008121827411167512
"['VBD', 'NN']",0.00044400687245419975
"['PRP$', 'DT']",2.237136465324385e-05
"['RP', 'CC']",7.357268981753973e-05
"['VBG', '.']",0.00017766497461928934
"['VBN', 'VBG']",0.00028314574927443904
"['VBG', 'NNP']",0.00038071065989847715
"['CC', 'VBZ']",0.0004634687324130169
"['NNS', 'VBZ']",0.00016344914007591305
"['VBZ', 'PRP$']",0.00011233809272386173
"['VBP', 'NNP']",0.0002869377124442679
"['POS', 'NNS']",0.00135818137287645
"['<s>', 'WRB']",0.00011919839082172391
"['VBZ', 'RP']",7.863666490670322e-05
"['RP', 'DT']",0.0025014714537963507
"['VBD', 'RP']",0.00034104875710250123
"['WRB', 'NN']",0.000505504381037969
"['RB', 'RBR']",4.5912839066316505e-05
"['RBR', 'IN']",0.0014655593551538837
"['NN', 'JJR']",7.607899027964101e-06
"['JJR', 'TO']",0.0006348310644000846
"['TO', 'VBG']",9.557654377840144e-05
"['VBZ', 'NNP']",0.0003370142781715852
"['VBG', 'VBN']",0.0006091370558375635
"['DT', 'VBZ']",4.848630377361976e-05
"['NNS', 'RBR']",3.995423424077874e-05
"['VB', 'RB']",0.0002598201770879628
"['VBN', 'NNS']",0.00042471862391165854
"['NNS', 'NNP']",0.0002796796396854512
"['RB', 'RB']",0.0008172485353804338
"['VBN', 'PRP']",0.00014157287463721952
"['VB', 'CC']",0.00010256059621893268
"['CD', ':']",0.00019761435558507572
"['NNS', 'PRP']",0.0001489203276247208
"['VBN', 'CD']",0.0003539321865930488
"['JJ', 'CC']",0.00031927007765357777
"['VBN', 'JJ']",0.0005561791503605053
"['VBG', 'CC']",0.00015228426395939087
"['CC', 'VBG']",0.00033932532194524447
"['VBG', 'PRP']",0.0004187817258883249
"['PRP', 'IN']",0.0006454755815369626
"['CD', 'WDT']",3.842501358598695e-05
"['RB', 'NNS']",0.0001744687884520027
"['TO', 'RB']",0.00013902042731403846
"['VBP', '.']",0.0003531541076237143
"['WDT', 'RB']",0.00045993277905536885
"['VBP', 'CD']",0.0001986491855383393
"['DT', 'IN']",9.928147915550711e-05
"[':', 'WDT']",9.772544037526569e-05
"['CC', 'RB']",0.0005296785513291621
"['WP', 'PRP']",0.002026917463920869
"['VBD', 'NNS']",0.0004826161657110867
"['WP', 'VBP']",0.0016215339711366952
"['VBN', 'RB']",0.00034381983840467596
"['DT', 'RBS']",3.9250817340549326e-05
"['RBS', 'JJ']",0.013513513513513514
"['CC', 'WDT']",2.4828682093554473e-05
"['JJ', '.']",0.00015963503882678888
"['<s>', 'TO']",6.70490948372197e-05
"['VBZ', 'NNS']",0.00040441713380590224
"['DT', 'PRP']",9.23548643307043e-06
"['WRB', 'PRP$']",0.00016850146034598967
"['VBP', 'JJ']",0.00092702953251225
"['NNP', 'JJS']",9.697251798840209e-06
"['VB', 'NNS']",0.0004786161156883525
"['JJS', '.']",0.00019559902200488998
"['CC', 'PRP']",0.0004634687324130169
"['WRB', 'TO']",0.000505504381037969
"['PRP', '.']",0.00034100596760443307
"['PRP$', 'CD']",0.0003579418344519016
"['NNS', 'CD']",4.721864046637488e-05
"['RP', '$']",0.00014714537963507945
"['CD', 'RB']",8.233931482711488e-05
"['CC', 'VBP']",0.00014069586519680868
"['.', 'JJ']",3.6085971217829355e-06
"['TO', 'WDT']",8.688776707127404e-06
"['WDT', '.']",7.075888908544135e-05
"['VBZ', 'PRP']",0.00032578046889919905
"['IN', 'CC']",1.2891296901300548e-05
"['WDT', 'VBP']",0.0013444188926233858
"['RB', 'JJR']",0.00018365135626526602
"['JJR', 'NNS']",0.0025393242576003386
"['NNPS', 'DT']",0.00028968713789107763
"['CD', 'POS']",1.0978575310281986e-05
"['RBR', 'NN']",0.0002442598925256473
"['VBG', 'WDT']",3.8071065989847716e-05
"['WDT', 'NNS']",0.0002830355563417654
"['VBP', 'PRP$']",0.0001986491855383393
"['DT', 'JJR']",8.311937789763387e-05
"['NNS', 'WRB']",7.627626536875942e-05
"['CC', 'PRP$']",0.00022345813884199026
"['<s>', 'VBD']",7.449899426357744e-06
"['NNS', ':']",0.00010533389027114396
"[':', 'MD']",2.4431360093816422e-05
"['POS', 'CD']",0.0003562442945249705
"['JJ', ':']",3.547445307261975e-05
"['<s>', 'JJS']",3.724949713178872e-05
"['NNPS', 'VBD']",0.0012553109308613365
"['IN', 'VBN']",4.235711838998751e-05
"['RP', 'VBD']",0.00044143613890523835
"['PRP$', 'VBG']",0.00013422818791946307
"['CD', 'VBG']",9.331789013739687e-05
"['DT', 'VBD']",3.694194573228172e-05
"['WDT', 'NNP']",0.0002830355563417654
"['VBP', 'TO']",0.0006400918200679821
"['RB', 'MD']",0.00015610365282547612
"['RB', '$']",1.8365135626526602e-05
"['JJ', 'VBG']",7.449635145250149e-05
"['RP', 'NN']",0.0008828722778104767
"['VB', 'VB']",0.00011623534238145705
"['<s>', 'VB']",2.9799597705430977e-05
"['PRP', 'JJ']",6.089392278650591e-05
"['CD', 'VB']",2.744643827570496e-05
"['VBZ', '$']",3.370142781715852e-05
"['.', 'NNP']",6.856334531387577e-05
"[':', 'VBP']",2.4431360093816422e-05
"['VBP', 'PRP']",0.0003972983710766786
"['PRP', 'TO']",0.00036536353671903543
"['NNP', 'WP$']",1.1313460431980244e-05
"['WP$', 'NNS']",0.008441558441558441
"['VBZ', 'RBR']",0.00010110428345147556
"['NN', 'WP$']",1.01438653706188e-05
"['WP$', 'NN']",0.0025974025974025974
"['DT', 'PRP$']",4.617743216535215e-06
"['RP', '.']",0.00044143613890523835
"[':', 'PRP']",0.00019545088075053138
"['VBP', 'VB']",4.414426345296429e-05
"['VBZ', 'VB']",3.370142781715852e-05
"['MD', ':']",1.7452006980802792e-05
"[':', 'CC']",0.0004886272018763284
"['VBZ', ':']",1.1233809272386174e-05
"[':', 'VBN']",7.329408028144927e-05
"['RB', 'WRB']",8.26431103193697e-05
"['DT', 'NNPS']",3.694194573228172e-05
"['NNPS', ':']",0.00019312475859405175
"['CD', 'JJR']",0.00010978575310281985
"['CC', 'TO']",4.9657364187108946e-05
"['RP', 'CD']",0.0010300176574455562
"['VBZ', 'WRB']",8.987047417908939e-05
"['NNS', 'PRP$']",1.452881245119227e-05
"['VBG', ':']",5.076142131979695e-05
"[':', 'RB']",0.0002687449610319806
"['RP', 'PRP$']",0.0011035903472630959
"['PRP', 'PRP$']",6.089392278650591e-05
"['PRP$', 'MD']",2.237136465324385e-05
"['VBD', 'VB']",3.860929325688693e-05
"['RP', 'NNP']",0.0002942907592701589
"['NNPS', 'CC']",0.0010621861722672848
"['JJS', 'CD']",0.00039119804400977997
"['VBD', 'CC']",0.00013513252639910426
"[':', 'VBG']",7.329408028144927e-05
"['VBG', 'VBZ']",7.614213197969543e-05
"['<s>', ':']",9.684869254265067e-05
"['RP', 'VBG']",0.00014714537963507945
"[':', 'JJ']",0.00036647040140724634
"['NN', 'WP']",2.9163612940529053e-05
"['NNPS', 'MD']",0.00019312475859405175
"['NNPS', 'VB']",9.656237929702588e-05
"['POS', 'VBG']",6.679580522343197e-05
"['VBN', 'PRP$']",9.10111336953554e-05
"['CC', 'JJS']",1.6552454729036316e-05
"['PRP', 'VB']",6.089392278650591e-05
"['TO', 'JJ']",0.00032148473816371394
"['IN', 'VBP']",1.8416138430429355e-06
"['VBP', 'NN']",0.0003972983710766786
"['WP$', 'JJ']",0.0025974025974025974
"['CD', 'VBP']",1.6467862965422977e-05
"['VBP', 'EX']",6.621639517944644e-05
"['DT', 'DT']",4.617743216535215e-06
"['DT', 'CC']",2.3088716082676073e-06
"['WRB', 'JJ']",0.0014603459896652437
"['VBZ', '.']",0.0001685071390857926
"['NNS', 'EX']",1.0896609338394204e-05
"['EX', 'NNS']",0.00035612535612535614
"['PRP', 'NNP']",1.2178784557301181e-05
"['NNP', 'PRP$']",1.6162086331400347e-05
"['.', 'WRB']",3.6085971217829355e-06
"['CD', 'PRP']",5.489287655140992e-05
"['CD', '$']",2.744643827570496e-05
"['VB', 'VBZ']",1.3674746162524358e-05
"['NNP', 'VB']",1.6162086331400348e-06
"['.', ':']",1.8042985608914678e-05
"['DT', ':']",1.1544358041338038e-05
"['PRP$', 'RB']",2.237136465324385e-05
"['NNS', 'POS']",7.627626536875942e-05
"['IN', 'VBZ']",1.4732910744343484e-05
"['VBD', 'RBR']",8.365346872325503e-05
"['NNPS', 'NN']",0.0011587485515643105
"['NNS', 'NNPS']",7.264406225596135e-06
"['NNPS', 'NNPS']",9.656237929702588e-05
"['VB', 'RBR']",4.102423848757307e-05
"['RBR', 'DT']",0.002442598925256473
"['VBN', 'RBR']",9.10111336953554e-05
"['VBP', 'CC']",0.00022072131726482143
"['VBP', 'VBD']",0.00011036065863241072
"['CD', 'JJS']",5.489287655140993e-06
"['JJS', 'NNS']",0.00058679706601467
"['VBD', 'VBD']",5.1479057675849244e-05
"['POS', 'IN']",0.00013359161044686394
"['NNP', 'EX']",4.848625899420104e-06
"['EX', 'VBZ']",0.004985754985754986
"['IN', '.']",1.2891296901300548e-05
"['WP', 'RBS']",8.107669855683477e-05
"['RBS', 'RB']",0.002937720329024677
"['NNS', 'WP$']",1.0896609338394204e-05
"['MD', 'CC']",3.4904013961605584e-05
"['PRP', 'PRP']",1.2178784557301181e-05
"['NNS', 'JJR']",3.6322031127980675e-05
"['NN', 'RBR']",1.3947814884600851e-05
"['RBR', '.']",0.00012212994626282364
"['JJS', 'VBG']",0.000684596577017115
"['TO', 'NNS']",0.00016508675743542067
"['VBN', '$']",0.00014157287463721952
"['TO', 'VBD']",1.7377553414254808e-05
"['WDT', 'CD']",7.075888908544135e-05
"['NN', 'JJS']",2.5359663426547e-06
"['NNPS', 'VBG']",9.656237929702588e-05
"['NNPS', 'WP']",9.656237929702588e-05
"[':', 'VBZ']",9.772544037526569e-05
"['RB', 'CC']",0.0001744687884520027
"['VB', 'VBD']",2.0512119243786536e-05
"['<s>', 'WDT']",2.234969827907323e-05
"['RBR', 'VBN']",0.00012212994626282364
"[':', 'PRP$']",4.8862720187632845e-05
"['JJ', 'VBZ']",1.7737226536309876e-05
"['VBP', 'MD']",2.2072131726482144e-05
"['CD', 'MD']",3.2935725930845955e-05
"['NNPS', '.']",0.0005793742757821553
"['.', 'PRP']",1.8042985608914678e-05
"['RB', 'JJS']",4.5912839066316505e-05
"['PRP', 'RP']",2.4357569114602362e-05
"['JJ', 'PRP']",2.8379562458095802e-05
"['WP', 'NNP']",8.107669855683477e-05
"['VBP', 'NNS']",0.00048558689798260715
"['VBN', 'JJR']",1.0112348188372822e-05
"['MD', 'VBN']",1.7452006980802792e-05
"['WP', 'VBN']",8.107669855683477e-05
"['WDT', 'PRP']",0.00021227666725632407
"['PRP', ':']",1.2178784557301181e-05
"['IN', 'WP$']",5.524841529128806e-06
"['JJ', 'JJS']",1.0642335921785926e-05
"['MD', 'DT']",6.980802792321117e-05
"['<s>', 'WP']",6.70490948372197e-05
"['WP', 'MD']",0.0004053834927841738
"['CD', 'VBN']",1.6467862965422977e-05
"['<s>', 'JJR']",5.9599195410861954e-05
"['RBR', 'RB']",0.0009770395701025891
"['POS', 'RB']",2.2265268407810657e-05
"['VBZ', 'WP']",3.370142781715852e-05
"['WP', 'NN']",0.00016215339711366953
"['CC', 'EX']",8.276227364518158e-06
"['VBD', ':']",4.504417546636809e-05
"['VBN', 'VB']",3.0337044565118466e-05
"['PRP$', 'RBS']",4.47427293064877e-05
"['VBG', 'VBG']",8.883248730964467e-05
"['VBG', 'JJR']",2.5380710659898476e-05
"['VBZ', 'MD']",1.1233809272386174e-05
"['RP', 'PDT']",0.0003678634490876986
"['PDT', 'PRP$']",0.0015455950540958269
"['VBD', 'MD']",2.5739528837924622e-05
"['NNPS', 'IN']",0.0006759366550791811
"['VBP', 'VBZ']",0.00011036065863241072
"['JJR', 'CC']",0.0004937574945333992
"['CC', 'RBR']",5.793359155162711e-05
"['TO', 'RBR']",4.344388353563702e-05
"['RBR', 'VB']",0.0006106497313141182
"['MD', 'RBS']",1.7452006980802792e-05
"['JJ', 'VBP']",3.5474453072619753e-06
"[':', 'NNPS']",4.8862720187632845e-05
"['MD', 'RBR']",1.7452006980802792e-05
"['IN', 'VB']",1.8416138430429355e-06
"['WDT', 'NN']",0.0001768972227136034
"['TO', 'JJR']",1.7377553414254808e-05
"['NNS', 'VB']",1.8161015563990337e-05
"[':', '$']",4.8862720187632845e-05
"[':', 'JJR']",4.8862720187632845e-05
"['VBP', 'RBR']",2.2072131726482144e-05
"['VBP', 'JJR']",0.00011036065863241072
"['NN', '$']",3.8039495139820505e-06
"['MD', 'IN']",6.980802792321117e-05
"['CC', 'WP']",3.310490945807263e-05
"['NNP', '$']",3.2324172662800697e-06
"['CD', 'WRB']",6.587145186169191e-05
"['NNPS', 'VBZ']",0.0003862495171881035
"['JJR', 'JJ']",0.0006348310644000846
"['NNP', '</s>']",3.2324172662800697e-06
"['.', 'NN']",3.6085971217829355e-06
"['RB', 'PRP$']",2.7547703439789903e-05
"['NNPS', 'NNS']",0.0005793742757821553
"['RP', 'JJ']",0.0002942907592701589
"['VBD', 'PDT']",6.4348822094811555e-06
"['VBG', 'WRB']",5.076142131979695e-05
"['PRP', 'VBG']",3.653635367190354e-05
"['DT', 'RBR']",2.0779844474408467e-05
"['VBN', 'PDT']",1.0112348188372822e-05
"['WRB', 'JJS']",5.616715344866322e-05
"['IN', 'VBD']",3.683227686085871e-06
"['WP', 'NNS']",0.0006486135884546781
"['WDT', 'VBN']",3.5379444542720676e-05
"['JJ', 'DT']",3.902189837988173e-05
"['<s>', 'PDT']",7.449899426357744e-06
"['NNPS', 'RB']",0.00019312475859405175
"['.', 'IN']",7.217194243565871e-06
"['VBN', ':']",8.089878550698258e-05
"['JJS', 'RBS']",9.779951100244499e-05
"['.', 'VBD']",3.6085971217829355e-06
"['VBN', 'JJS']",1.0112348188372822e-05
"['VBP', 'RP']",0.000154504922085375
"['VBG', 'JJS']",1.2690355329949238e-05
"['WP', 'VBG']",8.107669855683477e-05
"['VBD', 'NNPS']",6.4348822094811555e-06
"['WP', 'JJ']",0.00016215339711366953
"['NN', 'NNPS']",1.26798317132735e-06
"['CC', 'NNPS']",8.276227364518158e-06
"['MD', 'PRP']",1.7452006980802792e-05
"['WP', 'CC']",0.00032430679422733907
"['NNPS', 'TO']",0.0003862495171881035
"['$', 'JJ']",0.00010091835704914725
"['DT', 'WDT']",2.3088716082676073e-06
"['WRB', 'VBN']",0.00022466861379465288
"['VBN', 'WP']",1.0112348188372822e-05
"['PRP', 'CC']",8.525149190110827e-05
