"[word, tag]",Probability
"['business', 'NN']",1.26798317132735e-06
"['Mitsuhiro', 'NNP']",1.6162086331400348e-06
"['Onishi', 'NNP']",1.6162086331400348e-06
"['runs', 'VBZ']",1.1233809272386174e-05
"['flower', 'NN']",1.26798317132735e-06
"['distribution', 'NN']",1.26798317132735e-06
"['<s>', 'Named']",7.449899426357744e-06
"['Named', 'VBN']",1.0112348188372822e-05
"['poisonous', 'JJ']",3.5474453072619753e-06
"['Socrates', 'VBZ']",1.1233809272386174e-05
"['used', 'VBN']",1.0112348188372822e-05
"['kill', 'VB']",6.837373081262179e-06
"['himself', 'PRP']",1.2178784557301181e-05
"['nationwide', 'JJ']",3.5474453072619753e-06
"['group', 'NN']",1.26798317132735e-06
"['advocates', 'VBZ']",1.1233809272386174e-05
"['assisted-suicide', 'JJ']",3.5474453072619753e-06
"['rights', 'NNS']",3.6322031127980677e-06
"['<s>', 'Mickey']",7.449899426357744e-06
"['Mickey', 'NNP']",1.6162086331400348e-06
"['Parker', 'NNP']",1.6162086331400348e-06
"['production', 'NN']",1.26798317132735e-06
"['manager', 'NN']",1.26798317132735e-06
"['says', 'VBZ']",1.1233809272386174e-05
"['3,000', 'CD']",5.489287655140993e-06
"['putters', 'NNS']",3.6322031127980677e-06
"['are', 'VBP']",2.2072131726482144e-05
"['process', 'NN']",1.26798317132735e-06
"['daily', 'RB']",9.182567813263301e-06
"['which', 'WDT']",3.5379444542720676e-05
"['produces', 'VBZ']",1.1233809272386174e-05
"['12,000', 'CD']",5.489287655140993e-06
"['Fat', 'NN']",1.26798317132735e-06
"['Lady', 'JJ']",3.5474453072619753e-06
"['models', 'NNS']",3.6322031127980677e-06
"['per', 'IN']",1.8416138430429355e-06
"['month', 'NN']",1.26798317132735e-06
"['<s>', 'The']",7.449899426357744e-06
"['The', 'DT']",2.3088716082676073e-06
"['immigrants', 'NNS']",3.6322031127980677e-06
"['work', 'VBP']",2.2072131726482144e-05
"['or', 'CC']",8.276227364518158e-06
"['6', 'CD']",5.489287655140993e-06
"['pork', 'NN']",1.26798317132735e-06
"['processing', 'NN']",1.26798317132735e-06
"['where', 'WRB']",5.616715344866322e-05
"['wages', 'NNS']",3.6322031127980677e-06
"['used', 'VBD']",6.4348822094811555e-06
"['run', 'VB']",6.837373081262179e-06
"['12', 'CD']",5.489287655140993e-06
"['13', 'CD']",5.489287655140993e-06
"['<s>', 'A']",7.449899426357744e-06
"['A', 'DT']",2.3088716082676073e-06
"['local', 'JJ']",3.5474453072619753e-06
"['woman', 'NN']",1.26798317132735e-06
"['had', 'VBD']",6.4348822094811555e-06
"['called', 'VBN']",1.0112348188372822e-05
"['paper', 'NN']",1.26798317132735e-06
"['report', 'VB']",6.837373081262179e-06
"['how', 'WRB']",5.616715344866322e-05
"['40', 'CD']",5.489287655140993e-06
"['years', 'NNS']",3.6322031127980677e-06
"['earlier', 'RB']",9.182567813263301e-06
"['her', 'PRP']",1.2178784557301181e-05
"['grandfather', 'RB']",9.182567813263301e-06
"['brought', 'VBN']",1.0112348188372822e-05
"['60-year-old', 'JJ']",3.5474453072619753e-06
"['century', 'NN']",1.26798317132735e-06
"['home', 'NN']",1.26798317132735e-06
"['Mexico', 'NNP']",1.6162086331400348e-06
"['<s>', 'She']",7.449899426357744e-06
"['She', 'PRP']",1.2178784557301181e-05
"['was', 'VBD']",6.4348822094811555e-06
"['going', 'VBG']",1.2690355329949238e-05
"['bloom', 'VB']",6.837373081262179e-06
"['only', 'JJ']",3.5474453072619753e-06
"['time', 'NN']",1.26798317132735e-06
"['100', 'CD']",5.489287655140993e-06
"['that', 'IN']",1.8416138430429355e-06
"['very', 'JJ']",3.5474453072619753e-06
"['night', 'NN']",1.26798317132735e-06
"['<s>', 'His']",7.449899426357744e-06
"['His', 'PRP$']",2.237136465324385e-05
"['colorful', 'JJ']",3.5474453072619753e-06
"['account', 'NN']",1.26798317132735e-06
"['what', 'WP']",8.107669855683477e-05
"['happened', 'VBD']",6.4348822094811555e-06
"['promised', 'VBN']",1.0112348188372822e-05
"['blooming', 'NN']",1.26798317132735e-06
"['did', 'VBD']",6.4348822094811555e-06
"[""n't"", 'RB']",9.182567813263301e-06
"['occur', 'VB']",6.837373081262179e-06
"['--', ':']",2.4431360093816422e-05
"['children', 'NNS']",3.6322031127980677e-06
"['cried', 'VBN']",1.0112348188372822e-05
"['grownups', 'VBZ']",1.1233809272386174e-05
"['cursed', 'VBN']",1.0112348188372822e-05
"['owner', 'NN']",1.26798317132735e-06
"['swore', 'VBD']",6.4348822094811555e-06
"[""'ll"", 'MD']",1.7452006980802792e-05
"['never', 'RB']",9.182567813263301e-06
"['trust', 'VB']",6.837373081262179e-06
"['again', 'RB']",9.182567813263301e-06
"['picked', 'VBN']",1.0112348188372822e-05
"['up', 'RP']",7.357268981753973e-05
"['Associated', 'NNP']",1.6162086331400348e-06
"['Press', 'NNP']",1.6162086331400348e-06
"['carried', 'VBN']",1.0112348188372822e-05
"['newspapers', 'NNS']",3.6322031127980677e-06
"['country', 'NN']",1.26798317132735e-06
"['decades', 'NNS']",3.6322031127980677e-06
"['since', 'IN']",1.8416138430429355e-06
"['that', 'DT']",2.3088716082676073e-06
"['failed', 'VBD']",6.4348822094811555e-06
"['he', 'PRP']",1.2178784557301181e-05
"['become', 'VBN']",1.0112348188372822e-05
"['television', 'NN']",1.26798317132735e-06
"['news', 'NN']",1.26798317132735e-06
"['icon', 'NN']",1.26798317132735e-06
"['<s>', 'Later']",7.449899426357744e-06
"['Later', 'RB']",9.182567813263301e-06
"['Stoker', 'NNP']",1.6162086331400348e-06
"['they', 'PRP']",1.2178784557301181e-05
"['startled', 'VBN']",1.0112348188372822e-05
"['find', 'VB']",6.837373081262179e-06
"['six', 'CD']",5.489287655140993e-06
"['inches', 'NNS']",3.6322031127980677e-06
"['left', 'NN']",1.26798317132735e-06
"['we', 'PRP']",1.2178784557301181e-05
"['pointing', 'VBG']",1.2690355329949238e-05
"['green', 'JJ']",3.5474453072619753e-06
"['result', 'NN']",1.26798317132735e-06
"[':', ':']",2.4431360093816422e-05
"['while', 'IN']",1.8416138430429355e-06
"['bulk', 'NN']",1.26798317132735e-06
"['3,500', 'CD']",5.489287655140993e-06
"['soldiers', 'NNS']",3.6322031127980677e-06
"['here', 'RB']",9.182567813263301e-06
"['staying', 'VBG']",1.2690355329949238e-05
"['tents', 'NNS']",3.6322031127980677e-06
"['areas', 'NNS']",3.6322031127980677e-06
"['like', 'IN']",1.8416138430429355e-06
"['front', 'JJ']",3.5474453072619753e-06
"['yard', 'NN']",1.26798317132735e-06
"['White', 'NNP']",1.6162086331400348e-06
"['House', 'NNP']",1.6162086331400348e-06
"['field', 'NN']",1.26798317132735e-06
"['behind', 'IN']",1.8416138430429355e-06
"['sugar', 'NN']",1.26798317132735e-06
"['beet', 'NN']",1.26798317132735e-06
"['hundreds', 'NNS']",3.6322031127980677e-06
"['others', 'NNS']",3.6322031127980677e-06
"['have', 'VBP']",2.2072131726482144e-05
"['been', 'VBN']",1.0112348188372822e-05
"['forced', 'VBN']",1.0112348188372822e-05
"['take', 'VB']",6.837373081262179e-06
"['shelter', 'NN']",1.26798317132735e-06
"['unusual', 'JJ']",3.5474453072619753e-06
"['quarters', 'NNS']",3.6322031127980677e-06
"['<s>', 'There']",7.449899426357744e-06
"['There', 'EX']",0.00035612535612535614
"['also', 'RB']",9.182567813263301e-06
"['gift', 'NN']",1.26798317132735e-06
"['shops', 'NNS']",3.6322031127980677e-06
"['<s>', 'Tosco']",7.449899426357744e-06
"['Tosco', 'NNP']",1.6162086331400348e-06
"['deadlocked', 'VBN']",1.0112348188372822e-05
"['with', 'IN']",1.8416138430429355e-06
"['Oil', 'NN']",1.26798317132735e-06
"['Chemical', 'NNP']",1.6162086331400348e-06
"['Atomic', 'NNP']",1.6162086331400348e-06
"['Workers', 'NNPS']",9.656237929702588e-05
"['Union', 'NNP']",1.6162086331400348e-06
"['over', 'IN']",1.8416138430429355e-06
"['staffing', 'NN']",1.26798317132735e-06
"['190,000-barrel-a-day', 'JJ']",3.5474453072619753e-06
"['People', 'NNS']",3.6322031127980677e-06
"['fear', 'VBP']",2.2072131726482144e-05
"['effect', 'NN']",1.26798317132735e-06
"['loss', 'NN']",1.26798317132735e-06
"['could', 'MD']",1.7452006980802792e-05
"['have', 'VB']",6.837373081262179e-06
"['on', 'IN']",1.8416138430429355e-06
"['market', 'NN']",1.26798317132735e-06
"['broker', 'NN']",1.26798317132735e-06
"['E.', 'NNP']",1.6162086331400348e-06
"['D.', 'NNP']",1.6162086331400348e-06
"['&', 'CC']",8.276227364518158e-06
"['F.', 'NNP']",1.6162086331400348e-06
"['Man', 'NNP']",1.6162086331400348e-06
"['Futures', 'NNPS']",9.656237929702588e-05
"['Inc.', 'NNP']",1.6162086331400348e-06
"['February', 'NNP']",1.6162086331400348e-06
"['crude', 'JJ']",3.5474453072619753e-06
"['oil', 'NN']",1.26798317132735e-06
"['rose', 'VBD']",6.4348822094811555e-06
"['26', 'CD']",5.489287655140993e-06
"['cents', 'NNS']",3.6322031127980677e-06
"['19.81', 'CD']",5.489287655140993e-06
"['barrel', 'NN']",1.26798317132735e-06
"['its', 'PRP$']",2.237136465324385e-05
"['highest', 'JJS']",9.779951100244499e-05
"['price', 'NN']",1.26798317132735e-06
"['May', 'NNP']",1.6162086331400348e-06
"['22', 'CD']",5.489287655140993e-06
"['<s>', 'Gasoline']",7.449899426357744e-06
"['Gasoline', 'NNP']",1.6162086331400348e-06
"['heating', 'NN']",1.26798317132735e-06
"['prices', 'NNS']",3.6322031127980677e-06
"['got', 'VBD']",6.4348822094811555e-06
"['boost', 'NN']",1.26798317132735e-06
"['after', 'IN']",1.8416138430429355e-06
"['British', 'NNP']",1.6162086331400348e-06
"['Petroleum', 'NNP']",1.6162086331400348e-06
"['Plc', 'NNP']",1.6162086331400348e-06
"['it', 'PRP']",1.2178784557301181e-05
"['expects', 'VBZ']",1.1233809272386174e-05
"['shut', 'VB']",6.837373081262179e-06
"['down', 'RP']",7.357268981753973e-05
"['before', 'IN']",1.8416138430429355e-06
"['Feb.', 'NNP']",1.6162086331400348e-06
"['1', 'CD']",5.489287655140993e-06
"['refinery', 'NN']",1.26798317132735e-06
"['Marcus', 'NNP']",1.6162086331400348e-06
"['Hook', 'NNP']",1.6162086331400348e-06
"['Pennsylvania', 'NNP']",1.6162086331400348e-06
"[""'s"", 'VBZ']",1.1233809272386174e-05
"['selling', 'VBG']",1.2690355329949238e-05
"['Corp.', 'NNP']",1.6162086331400348e-06
"['<s>', 'Of']",7.449899426357744e-06
"['Of', 'IN']",1.8416138430429355e-06
"['8,500', 'CD']",5.489287655140993e-06
"['AT&T', 'NNP']",1.6162086331400348e-06
"['employees', 'NNS']",3.6322031127980677e-06
"['state', 'NN']",1.26798317132735e-06
"['6,200', 'CD']",5.489287655140993e-06
"['work', 'NN']",1.26798317132735e-06
"['company', 'NN']",1.26798317132735e-06
"['equipment', 'NN']",1.26798317132735e-06
"['manufacturing', 'NN']",1.26798317132735e-06
"['North', 'NNP']",1.6162086331400348e-06
"['Andover', 'NNP']",1.6162086331400348e-06
"['impact', 'NN']",1.26798317132735e-06
"['likely', 'JJ']",3.5474453072619753e-06
"['negligible', 'JJ']",3.5474453072619753e-06
"['Paul', 'NNP']",1.6162086331400348e-06
"['Karoff', 'NNP']",1.6162086331400348e-06
"['spokesman', 'NN']",1.26798317132735e-06
"['<s>', 'Local']",7.449899426357744e-06
"['Local', 'JJ']",3.5474453072619753e-06
"['union', 'NN']",1.26798317132735e-06
"['officials', 'NNS']",3.6322031127980677e-06
"['however', 'RB']",9.182567813263301e-06
"['milder', 'JJ']",3.5474453072619753e-06
"['words', 'NNS']",3.6322031127980677e-06
"['primarily', 'RB']",9.182567813263301e-06
"['because', 'IN']",1.8416138430429355e-06
"['vast', 'JJ']",3.5474453072619753e-06
"['majority', 'NN']",1.26798317132735e-06
"['New', 'NNP']",1.6162086331400348e-06
"['England', 'NNP']",1.6162086331400348e-06
"['employed', 'VBN']",1.0112348188372822e-05
"['Merrimack', 'NNP']",1.6162086331400348e-06
"['Valley', 'NNP']",1.6162086331400348e-06
"['Works', 'NNP']",1.6162086331400348e-06
"['makes', 'VBZ']",1.1233809272386174e-05
"['room-sized', 'JJ']",3.5474453072619753e-06
"['telecommunications', 'NNS']",3.6322031127980677e-06
"['transmit', 'VB']",6.837373081262179e-06
"['phone', 'NN']",1.26798317132735e-06
"['calls', 'NNS']",3.6322031127980677e-06
"['video', 'NN']",1.26798317132735e-06
"['signals', 'NNS']",3.6322031127980677e-06
"['data', 'NNS']",3.6322031127980677e-06
"['employs', 'VBZ']",1.1233809272386174e-05
"['out', 'IN']",1.8416138430429355e-06
"['total', 'NN']",1.26798317132735e-06
"['10,357', 'CD']",5.489287655140993e-06
"['region', 'NN']",1.26798317132735e-06
"['This', 'DT']",2.3088716082676073e-06
"['working', 'VBG']",1.2690355329949238e-05
"['seven', 'CD']",5.489287655140993e-06
"['days', 'NNS']",3.6322031127980677e-06
"['week', 'NN']",1.26798317132735e-06
"['70', 'CD']",5.489287655140993e-06
"['percent', 'NN']",1.26798317132735e-06
"['overtime', 'RB']",9.182567813263301e-06
"['<s>', 'Between']",7.449899426357744e-06
"['Between', 'IN']",1.8416138430429355e-06
"['1993', 'CD']",5.489287655140993e-06
"['1994', 'CD']",5.489287655140993e-06
"['about', 'IN']",1.8416138430429355e-06
"['1,850', 'CD']",5.489287655140993e-06
"['laid', 'VBN']",1.0112348188372822e-05
"['off', 'RP']",7.357268981753973e-05
"['<s>', '-LRB-']",7.449899426357744e-06
"['Manila', 'NNP']",1.6162086331400348e-06
"['Times', 'NNP']",1.6162086331400348e-06
"['1/03', 'NNP']",1.6162086331400348e-06
"['11', 'NNP']",1.6162086331400348e-06
"['First', 'NNP']",1.6162086331400348e-06
"['Philippine', 'NNP']",1.6162086331400348e-06
"['Holdings', 'NNP']",1.6162086331400348e-06
"['Studying', 'NNP']",1.6162086331400348e-06
"['Laos', 'NNP']",1.6162086331400348e-06
"['Power', 'NNP']",1.6162086331400348e-06
"['Project', 'NNP']",1.6162086331400348e-06
"['Private', 'NNP']",1.6162086331400348e-06
"['Lopez', 'NNP']",1.6162086331400348e-06
"['family', 'NN']",1.26798317132735e-06
"['holding', 'VBG']",1.2690355329949238e-05
"['negotiations', 'NNS']",3.6322031127980677e-06
"['investors', 'NNS']",3.6322031127980677e-06
"['build', 'VB']",6.837373081262179e-06
"['1,000-megawatt', 'JJ']",3.5474453072619753e-06
"['hydroelectric', 'JJ']",3.5474453072619753e-06
"['Southeast', 'JJ']",3.5474453072619753e-06
"['Asian', 'JJ']",3.5474453072619753e-06
"['operates', 'VBZ']",1.1233809272386174e-05
"['215-megawatt', 'JJ']",3.5474453072619753e-06
"['diesel', 'NN']",1.26798317132735e-06
"['Bauang', 'NNP']",1.6162086331400348e-06
"['La', 'NNP']",1.6162086331400348e-06
"['province', 'NN']",1.26798317132735e-06
"['north', 'RB']",9.182567813263301e-06
"['<s>', 'Much']",7.449899426357744e-06
"['Much', 'JJ']",3.5474453072619753e-06
"['money', 'NN']",1.26798317132735e-06
"['companies', 'NNS']",3.6322031127980677e-06
"['spent', 'VBN']",1.0112348188372822e-05
"['gone', 'VBN']",1.0112348188372822e-05
"['investment', 'NN']",1.26798317132735e-06
"['Robert', 'NNP']",1.6162086331400348e-06
"['Barbera', 'NNP']",1.6162086331400348e-06
"['economist', 'NN']",1.26798317132735e-06
"['Capital', 'NNP']",1.6162086331400348e-06
"['Investments', 'NNPS']",9.656237929702588e-05
"['York', 'NNP']",1.6162086331400348e-06
"['advisory', 'NN']",1.26798317132735e-06
"['<s>', 'According']",7.449899426357744e-06
"['According', 'VBG']",1.2690355329949238e-05
"['charges', 'NNS']",3.6322031127980677e-06
"['oriented-strand-board', 'NN']",1.26798317132735e-06
"['Montrose', 'NNP']",1.6162086331400348e-06
"['Colorado', 'NNP']",1.6162086331400348e-06
"['tampered', 'VBN']",1.0112348188372822e-05
"['pollution-monitoring', 'JJ']",3.5474453072619753e-06
"['test', 'NN']",1.26798317132735e-06
"['results', 'NNS']",3.6322031127980677e-06
"['so', 'IN']",1.8416138430429355e-06
"['would', 'MD']",1.7452006980802792e-05
"['pass', 'VB']",6.837373081262179e-06
"['inspection', 'NN']",1.26798317132735e-06
"['1992', 'CD']",5.489287655140993e-06
"['Kaohsiung', 'NNP']",1.6162086331400348e-06
"['still', 'RB']",9.182567813263301e-06
"['needs', 'VBZ']",1.1233809272386174e-05
"['approval', 'NN']",1.26798317132735e-06
"['authorities', 'NNS']",3.6322031127980677e-06
"['construction', 'NN']",1.26798317132735e-06
"['can', 'MD']",1.7452006980802792e-05
"['begin', 'VB']",6.837373081262179e-06
"['<s>', 'Madras']",7.449899426357744e-06
"['Madras', 'NNP']",1.6162086331400348e-06
"['India', 'NNP']",1.6162086331400348e-06
"['Jan.', 'NNP']",1.6162086331400348e-06
"['3', 'CD']",5.489287655140993e-06
"['Bloomberg', 'NNP']",1.6162086331400348e-06
"['Ford', 'NNP']",1.6162086331400348e-06
"['Motor', 'NNP']",1.6162086331400348e-06
"['Indian', 'JJ']",3.5474453072619753e-06
"['subsidiary', 'NN']",1.26798317132735e-06
"['will', 'MD']",1.7452006980802792e-05
"['spent', 'VBD']",6.4348822094811555e-06
"['up', 'RB']",9.182567813263301e-06
"['570', 'CD']",5.489287655140993e-06
"['million', 'CD']",5.489287655140993e-06
"['near', 'IN']",1.8416138430429355e-06
"['make', 'VB']",6.837373081262179e-06
"['cars', 'NNS']",3.6322031127980677e-06
"['<s>', 'Construction']",7.449899426357744e-06
"['Construction', 'NN']",1.26798317132735e-06
"['this', 'DT']",2.3088716082676073e-06
"['should', 'MD']",1.7452006980802792e-05
"['completed', 'VBN']",1.0112348188372822e-05
"['1998', 'CD']",5.489287655140993e-06
"['<s>', 'STORY']",7.449899426357744e-06
"['STORY', 'NN']",1.26798317132735e-06
"['FIRST', 'NN']",1.26798317132735e-06
"['SENT', 'NNP']",1.6162086331400348e-06
"['-12-29-95', 'CD']",5.489287655140993e-06
"['1948EST', 'CD']",5.489287655140993e-06
"['SEATTLE', 'NN']",1.26798317132735e-06
"['One', 'CD']",5.489287655140993e-06
"['Asia', 'NNP']",1.6162086331400348e-06
"['largest', 'JJS']",9.779951100244499e-05
"['semiconductor', 'NN']",1.26798317132735e-06
"['manufacturers', 'NNS']",3.6322031127980677e-06
"['announce', 'VB']",6.837373081262179e-06
"['next', 'JJ']",3.5474453072619753e-06
"['whether', 'IN']",1.8416138430429355e-06
"['computer', 'NN']",1.26798317132735e-06
"['chip', 'NN']",1.26798317132735e-06
"['southwest', 'JJS']",9.779951100244499e-05
"['Washington', 'NNP']",1.6162086331400348e-06
"['eventually', 'RB']",9.182567813263301e-06
"['grow', 'VB']",6.837373081262179e-06
"['9', 'CD']",5.489287655140993e-06
"['billion', 'CD']",5.489287655140993e-06
"['complex', 'NN']",1.26798317132735e-06
"['employing', 'VBG']",1.2690355329949238e-05
"['6,000', 'CD']",5.489287655140993e-06
"['people', 'NNS']",3.6322031127980677e-06
"['<s>', 'If']",7.449899426357744e-06
"['If', 'IN']",1.8416138430429355e-06
"['Taiwan', 'NNP']",1.6162086331400348e-06
"['Semiconductor', 'NNP']",1.6162086331400348e-06
"['decides', 'VBZ']",1.1233809272386174e-05
"['locate', 'VB']",6.837373081262179e-06
"['second', 'JJ']",3.5474453072619753e-06
"['past', 'JJ']",3.5474453072619753e-06
"['few', 'JJ']",3.5474453072619753e-06
"['months', 'NNS']",3.6322031127980677e-06
"['leading', 'JJ']",3.5474453072619753e-06
"['maker', 'NN']",1.26798317132735e-06
"['major', 'JJ']",3.5474453072619753e-06
"['September', 'NNP']",1.6162086331400348e-06
"['Intel', 'NNP']",1.6162086331400348e-06
"['announced', 'VBD']",6.4348822094811555e-06
"['3.5', 'CD']",5.489287655140993e-06
"['<s>', 'As']",7.449899426357744e-06
"['As', 'IN']",1.8416138430429355e-06
"['landed', 'VBD']",6.4348822094811555e-06
"['DuPont', 'NNP']",1.6162086331400348e-06
"['expansion', 'NN']",1.26798317132735e-06
"['Mashusita', 'NNP']",1.6162086331400348e-06
"['Puyallup', 'NN']",1.26798317132735e-06
"['initial', 'JJ']",3.5474453072619753e-06
"['U.S.', 'NNP']",1.6162086331400348e-06
"['worth', 'IN']",1.8416138430429355e-06
"['1.2', 'CD']",5.489287655140993e-06
"['1.5', 'CD']",5.489287655140993e-06
"['about', 'RB']",9.182567813263301e-06
"['1,000', 'CD']",5.489287655140993e-06
"['capable', 'JJ']",3.5474453072619753e-06
"['producing', 'VBG']",1.2690355329949238e-05
"['30,000', 'CD']",5.489287655140993e-06
"['eight-inch-diameter', 'JJ']",3.5474453072619753e-06
"['wafers', 'NNS']",3.6322031127980677e-06
"['Norris', 'NNP']",1.6162086331400348e-06
"['invest', 'VB']",6.837373081262179e-06
"['30', 'CD']",5.489287655140993e-06
"['yen', 'NNS']",3.6322031127980677e-06
"['-LRB-', '$']",1.6819726174857872e-05
"['$', '291.77']",1.6819726174857872e-05
"['291.77', 'CD']",5.489287655140993e-06
"['test', 'VB']",6.837373081262179e-06
"['12-inch', 'JJ']",3.5474453072619753e-06
"['wafer', 'NN']",1.26798317132735e-06
"['technology', 'NN']",1.26798317132735e-06
"['first', 'JJ']",3.5474453072619753e-06
"['joint', 'JJ']",3.5474453072619753e-06
"['development', 'NN']",1.26798317132735e-06
"['20', 'CD']",5.489287655140993e-06
"['<s>', 'Signs']",7.449899426357744e-06
"['Signs', 'NNS']",3.6322031127980677e-06
"['economic', 'JJ']",3.5474453072619753e-06
"['growth', 'NN']",1.26798317132735e-06
"['slip', 'VB']",6.837373081262179e-06
"['1.9', 'CD']",5.489287655140993e-06
"['third', 'JJ']",3.5474453072619753e-06
"['quarter', 'NN']",1.26798317132735e-06
"['1995', 'CD']",5.489287655140993e-06
"['came', 'VBD']",6.4348822094811555e-06
"['two', 'CD']",5.489287655140993e-06
"['reports', 'NNS']",3.6322031127980677e-06
"['showed', 'VBD']",6.4348822094811555e-06
"['industrial', 'JJ']",3.5474453072619753e-06
